name,address,website,phone_number,reviews_count,reviews_average,place_type,opens_at
"Bharat Petroleum Petrol Pump , SANJAY ENTERPRISES","NO.190/A, Mangadu Road, KUNDRATHUR, Sikkarayapuram, Tamil Nadu 600069",,,102,3.8,Petrol Pump,
Go Gas station lpg bunk,"SH 113, Kundrathur - Sriperumbudur Rd, Jaganathapuram, Sikkarayapuram, Tamil Nadu 600069",,,160,3.7,Petrol Pump,
Propel auto LPG pump,"Sir.no.441/A3 ,Poonamallee Main road, Kundrathur - Sriperumbudur Rd, Kovur, Tamil Nadu 600128",,,14,4.1,Petrol Pump,
"Kundrathur, kolachery","Kundrathur Main Rd, Kundrathur, Chennai, Sikkarayapuram, Tamil Nadu 600069",,,2,5.0,Petrol Pump,
Hindustan Petroleum Corporation Limited,"Ground Floor, Kovur Rd, Kovur, Kundrathur, Tiruvallur, Chennai, Tamil Nadu 600128",petrolpump.hpretail.in,099445 98858,82,4.1,Petrol Pump, Closes 10pm
Hindustan Petroleum Corporation Limited,"No 39, Mangadu Road Naal Road, Junction, Kundrathur - Sriperumbudur Rd, Kanchipuram, Tamil Nadu 600069",petrolpump.hpretail.in,073971 89879,8,3.5,Petrol Pump,
IndianOil,"No 1019/122, Kundrathur Main Rd, Moondram Kattalai, Kanchipuram, Thandalam, Tamil Nadu 600128",locator.iocl.com,094441 45060,74,3.4,Petrol Pump, Closes 9:30pm
SRI SAI AGENCIES - Nayara Energy Limited,"W3WP+C5J, Kundrathur, Chennai, Tamil Nadu 600069",nayaraenergy.com,,54,3.9,Petrol Pump,
Hidustan Petroleum Pump,"X3XP+3R5, Sikkarayapuram, Tamil Nadu 600069",,,2,4.5,Petrol Pump,
Hindustan Petroleum Corporation Limited,"Survey No 15, 1A Mundram, Porur Road, Kattalai, Kundrathur, Kanchipuram, Chennai, Tamil Nadu 600122",petrolpump.hpretail.in,096001 72770,62,3.4,Petrol Pump, Closes 10pm
JSK Fuel Station Bharat petroleum corporation limited,"1/1, 1/129,1/1, State Highway 113, Periyapanicheri, Gerugambakkam, Chennai, Tamil Nadu 600128",bharatpetroleum.in,095001 51555,685,3.9,Petrol Pump,
IndianOil,"Lock 1177/121, S No 220/1 F & 220/2 Kundrathur Mangadu MainRd Chikkarayapuram Tin 33101668194, Tamil Nadu 600069",locator.iocl.com,098320 90909,36,3.8,Petrol Pump, Closes 11:30pm
Shell Petrol Pump,"3-246, Kundrathur Main Rd, Porur, Chennai, Tamil Nadu 600125",find.shell.com,095662 96969,37,3.6,Petrol Pump,
IndianOil,"Lk No 1115, 122, Pammal Malai Road, Thendral Nagar, Kamarajapuram, Anakaputhur, Kanchipuram, Chennai, Tamil Nadu 600070",locator.iocl.com,094440 63020,32,3.9,Petrol Pump, Closes 9:30pm
Samriddhi Peteo Products Pvt.Ltd,"NO. S1, Erikkarai Rd, Kundrathur, Chennai, Tamil Nadu 600069",,,8,4.6,Petrol Pump,
IndianOil,"S 365/3A1, Mangadu Kundrathur Road, Mangadu Rd, Sriperumbudur, Tamil Nadu 602105",locator.iocl.com,094440 46587,170,3.5,Petrol Pump, Closes 11pm
Hindustan Petroleum Corporation Limited,"Ground Floor, Kundrathur Poonamallrr High Road, Astha Lakshmi Nagar, Kamachi Nagar, Mangadu, Chennai, Tamil Nadu 600122",petrolpump.hpretail.in,098419 73037,244,3.8,Petrol Pump, Closes 11pm
Hindustan Petroleum Corporation Limited,"Ground Floor, Thirumalai Nagar Maduravoyal, near Service Road, Tambaram, Anakaputhur, Kanchipuram, Tamil Nadu 600070",petrolpump.hpretail.in,098406 73233,4,5.0,Petrol Pump,
Hindustan Petroleum Corporation Limited,"Ground Floor, Chennai Outer Ring Rd, Chikkarayapuram, Malayambakkam, Chennai, Tamil Nadu 600069",petrolpump.hpretail.in,088383 65946,15,4.3,Petrol Pump,
AG&P Pratham CNG Station,"X45J+M2H AP Enterprises, Tiruneermalai Main Rd, Sripuram, Chromepet, Chennai, Tamil Nadu 600044",agppratham.com,099528 97529,48,4.7,Compressed natural gas station,
Shell,"Mount Poonamallee Rd, Sakthi Nagar, Porur, Chennai, Tamil Nadu 600116",find.shell.com,089398 79441,2732,4.3,Petrol Pump, Closes 10pm
Torrent Gas CNG Station,"23Q2+5XR, Sri Venkateshwara Highway Fuels IOCL Station, Chennai Bangalore Highway, Chembarambakkam, Chennai, Tamil Nadu 600123",torrentgas.com,1800 2125 6789,39,3.5,Compressed natural gas station,
AG&P Pratham CNG Station,"Survey No, 258/1, Lalitha Fuels M/s IOCL, Sriperumbudur, Thirumudivakkam, Tamil Nadu 600132",agppratham.com,087782 76353,1,5.0,Compressed natural gas station, Opens 6am Fri
IndianOil,"S No 350, Lk 1210, Kovur, 1350/1A, Kundrathur Main Rd, Chennai, Tamil Nadu 600122",locator.iocl.com,094441 51482,36,3.6,Petrol Pump,
"Bharat Petroleum - Sri Aravindar & Co.,","5/318, Nehru Nagar, Sri Sowdeswari Nagar, Thoraipakkam, Chennai, Tamil Nadu 600097",,,1340,3.9,
IndianOil,"Lk No 1053/122, Rajiv Gandhi Salai, Annani Indira Nagar, Indira Nagar, Thoraipakkam, Chennai, Tamil Nadu 600096",locator.iocl.com,098848 89991,1472,3.4, Closes 11pm
Bharat Petroleum,"X68X+VG9, OMR Service Rd, Kandhanchavadi, Perungudi, Chennai, Tamil Nadu 600096",bharatpetroleum.in,,1525,3.8, Closes 10:30pm
Ram Filling Station,"S No 43/1A1D, East Coast Rd, Tambaram, Neelankarai, Chennai, Tamil Nadu 600041",locator.iocl.com,099410 43441,280,3.7,
Hindustan Petroleum Corporation Limited,"34, Rajiv Gandhi IT Expy, Egattur, Navalur, Tamil Nadu 603103",petrolpump.hpretail.in,097907 22878,441,3.7,Petrol Pump,
AG&P Pratham CNG Station,"MR Agencies, 34, OMR Rd, Uthandi, Egattur, Chennai, Tamil Nadu 603103",agppratham.com,097102 02782,42,3.8,Compressed natural gas station, Closes 10pm
Sri Lakshmivathen Agencies - Nayara Petrol Bunk,"Thalambur Rd, Navalur, Tamil Nadu 600130",,,182,3.6,Petrol Pump,
AG&P Pratham CNG Station,"V65G+HJQ, State Highway, Kamaraj Nagar, 49A, Semmancheri, Chennai, Tamil Nadu 600119",agppratham.com,089258 18566,114,4.2,Compressed natural gas station,
HP Petrol Bunk,"Survey No 76, Part 1, Sipcot Siruseri Rd, Egattur, Siruseri, Tamil Nadu 603103",,,434,4.2,Petrol Pump,
AG&P Pratham CNG Station,"SIPCOT IT Park, FIRE STATION, HPCL COCO, Siruseri, Chennai, Tamil Nadu 603103",agppratham.com,077086 62595,5,3.8,Compressed natural gas station, Closes 10pm
Shell,"Old Mahabalipuram Road, Tk, Tambaram, Chennai, Tamil Nadu 600119",find.shell.com,095001 27127,1156,4.3,Petrol Pump, Closes 10pm
Shell Petrol Station,"Reddikuppam Main Rd, Kanathur Reddykuppam, Tamil Nadu 603112",find.shell.com,095001 29252,44,4.3,Petrol Pump,
HPCL DHANALAKSHMI AGENCIES UTHANDI,"V68V+V4X, SH 49, Uthandi, Kanathur, Tamil Nadu 600119",hpworldstores.in,022 2286 3900,330,4.0,Petrol Pump,
AG&P Pratham CNG Station,"No. 2, AG Agency, I.T. Highway, Old Mahabalipuram Road, Sholinganallur, Kancheepuram, Egattur, Tamil Nadu 600119",agppratham.com,044 2860 2087,7,1.9,Compressed natural gas station, Closes 10pm
IndianOil,"Lock No 1037, Old Mamallapuram Rd, Kittu Nagar, Navalur, Kelambakkam, Kanchipuram, Tamil Nadu 603103",locator.iocl.com,094432 85219,922,3.9,Petrol Pump, Closes 10pm
HP Petrol Bunk,"Survey No 76, Part 1, Sipcot Siruseri Rd, Egattur, Siruseri, Tamil Nadu 603103",,,434.0,4.2,Petrol Pump,
AG&P Pratham CNG Station,"SIPCOT IT Park, FIRE STATION, HPCL COCO, Siruseri, Chennai, Tamil Nadu 603103",agppratham.com,077086 62595,5.0,3.8,Compressed natural gas station, Closes 10pm
Hindustan Petroleum Corporation Limited,"34, Rajiv Gandhi IT Expy, Egattur, Navalur, Tamil Nadu 603103",petrolpump.hpretail.in,097907 22878,441.0,3.7,Petrol Pump,
Sri Lakshmivathen Agencies - Nayara Petrol Bunk,"Thalambur Rd, Navalur, Tamil Nadu 600130",,,182.0,3.6,Petrol Pump,
Nayara Energy Limited - Petrol Bunk,"Madavakkam Road, Pudupakkam, Siruseri, Tamil Nadu 603103",nayaraenergy.com,1800 120 0330,109.0,4.0,Petrol Pump, Closes 10:30pm
AG&P Pratham CNG Station,"MR Agencies, 34, OMR Rd, Uthandi, Egattur, Chennai, Tamil Nadu 603103",agppratham.com,097102 02782,42.0,3.8,Compressed natural gas station, Closes 10pm
"Bharat Petroleum, Petrol Pump ,CNG -Pvk Agency","Kanchipuram - Chennai Rd, Mambakkam, KANCHIPURAM, Mambakkam, Tamil Nadu 600048",,,309.0,4.1,Petrol Pump, Closes 10:30pm
Shell,"Rajiv Gandhi Salai, Sholinganallur, Chennai, Kazhipattur, Tamil Nadu 600119",find.shell.com,099622 03678,323.0,4.3,Petrol Pump, Closes 10pm
Badl Kumar,"Share8 If jk, Unnamed Road, Kanchipuram, Tamil Nadu 603103",,079767 61994,1.0,5.0,Petrol Pump,
Bharat Petroleum Pump,"R6FJ+WWC, Rajiv Gandhi Salai, Kazhipattur, Tamil Nadu 603103",bharatpetroleum.com,,268.0,3.9,Petrol Pump,
"Bharat Petroleum, Petrol Pump -M.A.V. Agencies","KAZHIPATTUR, KANCHIPURAM, Tamil Nadu 603103",,,217.0,3.9,Petrol Pump, Closes 10:30pm
IndianOil,"37, Old Mamallapuram Rd, Kazhipattur, Padur, Tamil Nadu 603103",locator.iocl.com,098402 99699,245.0,3.8,Petrol Pump, Closes 11:30pm
Bharat petrol pump Lakshmi Agency,"261/2A, Mambakkam - Medavakkam Main Rd, Ponmar, Mambakkam, Chennai, Tamil Nadu 600127",,,10.0,4.6,Petrol Pump, Closes 11pm
AG&P Pratham CNG Station,"No. 2, AG Agency, I.T. Highway, Old Mahabalipuram Road, Sholinganallur, Kancheepuram, Egattur, Tamil Nadu 600119",agppratham.com,044 2860 2087,7.0,1.9,Compressed natural gas station, Closes 10pm
Jio-bp pulse,"Ground Floor, Old Mamallapuram Rd, opposite Sipcot It Park, Kanchipuram, Egattur, Tamil Nadu 603103",mobilitystation.jiobp.com,1800 890 9023,2.0,5.0,Petrol Pump,
Shell Fuel Station,"Kelambakkam - Vandalur Rd, Tal, Kelambakkam, Tamil Nadu 603103",find.shell.com,098845 78221,453.0,4.1,Petrol Pump, Closes 10pm
Indian Oil Petrol Pump,"Rajiv Gandhi Salai, Semmancheri, Chennai, Tamil Nadu 600119",locator.iocl.com,1800 233 3555,758.0,3.9,Fuel supplier, Closes 10pm
HPCL DHANALAKSHMI AGENCIES UTHANDI,"V68V+V4X, SH 49, Uthandi, Kanathur, Tamil Nadu 600119",hpworldstores.in,022 2286 3900,330.0,4.0,Petrol Pump,
IndianOil,"Lock No 1037, Old Mamallapuram Rd, Kittu Nagar, Navalur, Kelambakkam, Kanchipuram, Tamil Nadu 603103",locator.iocl.com,094432 85219,922.0,3.9,Petrol Pump, Closes 10pm
Bharat Petroleum - A.G Agency CNG,"Laxmi Nagar Extension, Sholinganallur, Chennai, Tamil Nadu 600119",bharatpetroleum.in,,1175.0,3.5,Petrol Pump,
BPCL: PARSONS FUELS,"R5F9+W55, Thaiyur, Mambakkam, Tamil Nadu 600127",,,1.0,5.0,Petrol Pump,
Shell,"Old Mahabalipuram Road, Tk, Tambaram, Chennai, Tamil Nadu 600119",find.shell.com,095001 27127,1156.0,4.3,Petrol Pump, Closes 10pm
Smart retailing,"R6PJ+68C, Egattur, Tamil Nadu 600130",,,,,Petrol Pump,
IndianOil,"No 1/260, Highway Road, Ramalinga Nagar, Perungudi, Kelambakkam, Chennai, Tamil Nadu 603103",locator.iocl.com,099400 37064,1672.0,3.5,
Shell Fuel Station,"Kelambakkam - Vandalur Rd, Tal, Kelambakkam, Tamil Nadu 603103",find.shell.com,098845 78221,453.0,4.1, Closes 10pm
Hindustan Petroleum Corporation Limited,"RS No 515, 7, 2, Gantz Road, Ganesh Puram, Vyasarpadi, Chennai, Tamil Nadu 600039",petrolpump.hpretail.in,094440 18095,86.0,4.0,
Hindustan Petroleum Corporation Limited,"143/1, Rajiv Gandhi Salai, Kittu Nagar, Kelambakkam, Tamil Nadu 603103",petrolpump.hpretail.in,098411 60787,270.0,3.5, Closes 10pm
Sukkkara Service Station,"Erukkenchery High Rd, Vyasarpadi Industrial Estate, Vyasarpadi, Chennai, Tamil Nadu 600039",,098415 63738,257.0,3.9, Closes 10pm
IndianOil,"349, Wall Tax Rd, Tansi, George Town, Chennai, Tamil Nadu 600079",locator.iocl.com,077080 66662,706.0,4.0, Closes 11:30pm
HP PETROL PUMP SURESH AGENCIES,"New No 2, Old no 348, Wall Tax Road, George Town, Chennai, Tamil Nadu 600079",,098410 74475,211.0,3.7, Closes 11pm
DS Rajammal Agencies -Bharath Petrol Pump,"47FG+RP4, Gopal Nagar, Old Washermanpet, Chennai, Tamil Nadu 600021",,,117.0,4.2, Closes 10pm
Nayara petrol bunk,"54, Hyder Garden Main Rd, Shanthi Nagar, Wadia Nagar, Jamalia, Chennai, Tamil Nadu 600007",nayaraenergy.com,,8.0,4.9,
Hindustan Petroleum Corporation Limited,"348, Wall Tax Rd, Tansi, George Town, Chennai, Tamil Nadu 600079",petrolpump.hpretail.in,098401 90176,,, Closes 11:45pm
Sri Swamy Agencies Bharatkakareeddi Petrol Pump,"47J4+J62, Sidco Main Rd, Kodungaiyur (East), Kaviarasu Kannadhasan Nagar, Kodungaiyur, Chennai, Tamil Nadu 600118",,,132.0,3.9,
Bharat Petroleum- Eshwanth petrol agency,"89/35, Cemetery Rd, Minakshi Ammanpet, Old Washermanpet, Chennai, Tamil Nadu 600021",bharatpetroleum.in,,395.0,3.8, Closes 11pm
IndianOil,"Ground Floor, Venkatesapuram, Vyasarpadi, Chennai, Tamil Nadu 600039",locator.iocl.com,094990 35644,77.0,3.7, Closes 11pm
"Bharat Petroleum, Petrol Pump -Tiruthanegai Agencies","48, Balamurugan St, Sriram Nagar, Vyasarpadi, Chennai, Tamil Nadu 600039",,073586 41685,246.0,4.2, Closes 10:30pm
MG Auto Gas Station,"23/319, Samiyar Garden, Vyasarpadi, Chennai, Tamil Nadu 600039",,,23.0,3.8,
Koadi Agency - HP PETROL BUNK,"7, Perambur High Rd, near Jamalia, Shanthi Nagar, Jamalia Nagar, Perambur, Chennai, Tamil Nadu 600012",,,36.0,3.8, Closes 12am
Ram Filling Station,"S No 43/1A1D, East Coast Rd, Tambaram, Neelankarai, Chennai, Tamil Nadu 600041",locator.iocl.com,099410 43441,280.0,3.7,
IndianOil,"Lock No 1037, Old Mamallapuram Rd, Kittu Nagar, Navalur, Kelambakkam, Kanchipuram, Tamil Nadu 603103",locator.iocl.com,094432 85219,922.0,3.9, Closes 10pm
IndianOil,"43/44, Cooks Rd, Otteri, Perambur, Chennai, Tamil Nadu 600012",locator.iocl.com,098405 65157,91.0,4.3,
Bharat Petroleum - A.G Agency CNG,"Laxmi Nagar Extension, Sholinganallur, Chennai, Tamil Nadu 600119",bharatpetroleum.in,,1175.0,3.5,
Bharat Petroleum CNG GAS Sri Ganesh Associates,"364, Medavakkam Main Rd, opposite to proscan lab Landmark - kumaran theatre, Puzhuthivakkam, Madipakkam, Chennai, Tamil Nadu 600091",,,338.0,4.5,
Bharat Petroleum,"1, Mambakkam - Medavakkam Main Rd, VGP Layout, Nesamani Nagar, Medavakkam, Chennai, Tamil Nadu 600100",bharatpetroleum.in,,169.0,3.8,
IndianOil,"No 3/121, Lk 1173, 122, Velachery Rd, Medavakkam, Chennai, Tamil Nadu 600100",locator.iocl.com,099441 55883,771.0,3.8, Closes 11:30pm
Bharat Petroleum,"W652+46Q, VGP Prabhu Nagar, Medavakkam, Chennai, Tamil Nadu 600100",bharatpetroleum.in,,152.0,3.9,
Bharat Petroleum & CNG Bunk -JB Sekaran Agencies,"Nookampalayam Main road,Perumbakkam, to, Ottiambakkam Main Rd, Sithalapakkam, Chennai, Tamil Nadu 600100",sekaranconstructions.com,093831 96069,342.0,3.8, Closes 12am
Bharat Petroleum,"Medavakkam Main Rd, Ragava Nagar, Rose Nagar, Kovilambakkam, Chennai, Tamil Nadu 600117",bharatpetroleum.in,,934.0,4.0,
Bharat Petroleum - Sriram Fuel Park,"Bhavani Amman Koil St, Surya Nagar, Medavakkam, Chennai, Tamil Nadu 600100",,,36.0,3.6,
BP Petrol Bunk,"W5XP+X69, Medavakkam Main Rd, Boopathy Nagar, Keelkattalai, Chennai, Tamil Nadu 600117",,,580.0,3.9, Closes 11:30pm
"Bharat Petroleum, Petrol Pump -vetrivel Agencies","Pallikaranai, Gowriwakkam, POST, Chennai, Tamil Nadu 600073",bharatpetroleum.in,,1202.0,3.9,
Bharath petroleum Petrol Pump - Annai Agency,"BPCL petrol bunk, Velachery Rd, Shanthi Nagar, New Kunagkurichi, Gowriwakkam, Sembakkam, Chennai, Tamil Nadu 600073",,044 2278 1919,1143.0,3.9,
Hindustan Petroleum Corporation Limited,"No 31 & 32, Velachery - Tambaram Main Rd, Dandeeswarar Nagar, Karapagambal Nagar, Pallikaranai, Kanchipuram, Chennai, Tamil Nadu 601302",petrolpump.hpretail.in,098406 46575,365.0,3.5, Closes 10pm
C.K. Chelvan Agencies,"5, 385, Velachery Rd, United Colony, Ranganathapuram, Medavakkam, Chennai, Tamil Nadu 600100",ckchelvanagencies.com,044 2277 2156,48.0,3.9, Closes 11:30pm
Shell,"265, 12, Medavakkam Main Rd, Bharat Nagar, Keelkattalai, Chennai, Tamil Nadu 600091",find.shell.com,080722 89663,454.0,4.0,
HP PETROL PUMP - SRI KAMATCHI AMMAN AGENCY ADHOC,"Plot 29&30, Kelkatlai Junction, Medavakkam Main Rd, Boopathy Nagar, Keelkattalai, Chennai, Tamil Nadu 600091",,093810 38391,484.0,3.7, Closes 11pm
Bharat Petroleum - A.G Agency CNG,"Laxmi Nagar Extension, Sholinganallur, Chennai, Tamil Nadu 600119",bharatpetroleum.in,,1175.0,3.5,
"Indian Oil Corporation limited (IOCL) Bhavani Agency(petrol, CNG)","V5QM+PQ6, Sithalapakkam, Chennai, Tamil Nadu 600131",,088381 54292,153.0,4.3,
BalaSai Narayana agency BPCL,"No.3, Indira Nagar, Agaram Main Road, Selaiyur, East Tambaram, Tambaram, Chennai, Tamil Nadu 600073",,,1779.0,4.1,
VDC HPCL FUEL STATION,"Medavakkam Main Road, 1st Main Rd, Nanmangalam, Manikandan Nagar, Chennai, Tamil Nadu 600129",,,20.0,3.3,
Nayara,"W58Q+XP4, Velachery - Tambaram Main Rd, Munusamy Nagar, Vimala Nagar, Medavakkam, Chennai, Tamil Nadu 600100",,1800 120 0330,82.0,3.0,
Hindustan Petroleum Corporation Limited,"S No 405/2A, Nookampalayam Rd, Tambaram, Perumbakkam, Chennai, Tamil Nadu 600100",petrolpump.hpretail.in,094441 44343,127.0,4.3,
HP Petrol Pump - Geetha Agencies,"Boopathy Nagar, Keelkattalai, Chennai, Tamil Nadu 600117",,094436 91730,3.0,4.3, Closes 11pm
IndianOil,"Medavakkam to Akkarai Road, Perumbakkam Main Rd, Sholinganallur, Chennai, Tamil Nadu 600100",locator.iocl.com,095661 16667,526.0,3.8,
Sri Vigneswary Agency CHENNAI Indian Oil Petrol Bunk,"Velachery - Tambaram Main Rd, Sabai Colony, Sembakkam, Rajakilpakkam, Tamil Nadu 600073",,095510 94085,743.0,3.9,
HP PETROL PUMP,"152, Vengaivasal Main Road, Santhosapuram, Vengavasal, Chennai, Tamil Nadu 600073",,1800 233 3555,15.0,3.3,
Bharat Petroleum,"15, Medavakkam Main Rd, Ullagaram, Madipakkam, Chennai, Tamil Nadu 600091",bharatpetroleum.in,,531.0,3.7,
IndianOil,"Lock No 1164/122 23/2, Pallikaranai, Velachery Rd, Madipakkam, Chennai, Tamil Nadu 600100",locator.iocl.com,094440 33799,1324.0,3.7, Closes 11:30pm
Shell,"Velachery - Tambaram Main Rd, Ganesh Avenue, Vill, Pallikaranai, Chennai, Tamil Nadu 600100",find.shell.com,099946 11190,2692.0,4.2,
IndianOil,"Lock No 1058, 121, Medavakkam Main Rd, Tambaram, Ullagaram, Chennai, Tamil Nadu 600091",locator.iocl.com,099402 22001,482.0,3.9, Closes 11:30pm
IndianOil,"Lock 1112/122, United Colony, Ranganathapuram, Medavakkam, Selaiyur, Chennai, Tamil Nadu 601302",locator.iocl.com,094440 21989,31.0,3.8, Closes 11pm
Stepgas,"219, Velachery Rd, Karunabigai Colony, Medavakkam, Chennai, Tamil Nadu 600042",,,5.0,5.0,
Shell,"Velachery Main Rd, Taluk, Gowriwakkam, Tambaram, Chennai, Tamil Nadu 600073",find.shell.com,099946 11190,195.0,4.0,
Hindustan Petroleum Corporation Limited,"Ground Floor, near Medavakkam Main Road, Nanmangalam, Manikandan Nagar, Chengalpattu, Kanchipuram, Tamil Nadu 600129",petrolpump.hpretail.in,089255 19288,,,
MGG Harsha agency - Indian Oil,"427/1b, Mambakkam - Medavakkam Main Rd, Ponmar, Chennai, Tamil Nadu 600127",,,51.0,4.9,
Go Gas Perumbakkam,"Perumbakkam Main Rd, Valar Garden, Green Court, Medavakkam, Chennai, Tamil Nadu 600100",gogas.com,084849 35723,18.0,3.3, Closes 6:30pm
Bharat Petrol bunk - BPCL,"V5W9+XRQ MLA Office, Noothencheri, Madambakkam, Chennai, Tamil Nadu 600126",bharatpetroleum.in,,50.0,3.6, Closes 12am
"Bharat Petroleum Petrol Pump , SIVAYA NAMA AGENCIES","NO. 230, 25A, Ottiambakkam Main Rd, Sithalapakkam, Chennai, Tamil Nadu 600131",,,206.0,4.1, Closes 11pm
"Bharat Petroleum Petrol Pump , SRI VIDHUR AGENCIES","NO.211, 10A, 200 Feet Radial Rd, Zamin Pallavaram, Arulmurugan Nagar, Chennai, Tamil Nadu 600117",,,279.0,3.6, Closes 11pm
IndianOil,"S No5/3P, Sri Ragavendra Apartments, Lock No 1226/121, R/10/1 & R/10/2, Main Road, near Mambakkam - Medavakkam Main Road, Sithalapakkam, Madambakkam, Kanchipuram, Tamil Nadu 600126",locator.iocl.com,095662 16316,319.0,3.7, Closes 10pm
"Bharat Petroleum - Sri Aravindar & Co.,","5/318, Nehru Nagar, Sri Sowdeswari Nagar, Thoraipakkam, Chennai, Tamil Nadu 600097",,,1340.0,3.9,
skanda fuels,"W53Q+RC8, Mambakkam - Medavakkam Main Rd, VGP Layout, Vengavasal, Chennai, Tamil Nadu 600100",,,6.0,3.0,
BPCL Petrol Pump Company Owned Company Operated,"Chennai - Nagapattinam Hwy, Maraimalai Nagar, Tamil Nadu 603209",bharatpetroleum.in,,21342,4.7,Petrol Pump,
Hindustan Petroleum Corporation Limited,"Commercial Plot, No 1, Grand Southern Trunk Rd, Kattankulathur, Maraimalai Nagar, Tamil Nadu 603203",petrolpump.hpretail.in,094440 81823,818,4.0,Petrol Pump,
AG&P Pratham CNG Station,"BPCL COCO, Chennai - Nagapattinam Hwy, Maraimalai Nagar, Tamil Nadu 603209",agppratham.com,072009 29781,1,5.0,Compressed natural gas station,
IndianOil - SWAGAT,"Adhoc Coco Thirukachur, Maraimalai Nagar, Kattankolatur R.F., Tamil Nadu 603209",locator.iocl.com,097898 01315,3317,4.6,Petrol Pump,
Bharat Pertroleum Petrol Bunk,"182, SH 49, Venkateswara Nagar, New Colony, Kottivakkam, Chennai, Tamil Nadu 600041",bharatpetroleum.in,,821,3.9,Petrol Pump,
Bharat Petroleum,"X68X+VG9, OMR Service Rd, Kandhanchavadi, Perungudi, Chennai, Tamil Nadu 600096",bharatpetroleum.in,,1525,3.8,Petrol Pump, Closes 10:30pm
LAKSHMI FUELS,"CMDA INDUSTRIAL COMPLEX, C3-C10, INDUSTRIAL AREA- III, Maraimalai Nagar, Chennai, Tamil Nadu 603204",,,4,3.8,Petrol Pump, Closes 11pm
IndianOil,"No 16, Lock No, 1036, Great Southern Trunk Rd, Peramanur, Maraimalai Nagar, Tamil Nadu 603209",locator.iocl.com,094455 60719,471,3.9,Petrol Pump, Closes 10pm
Go gas Auto LPG gas station,"X7C2+W3F, Gandhi St, Elango Nagar, Perungudi, Chennai, Tamil Nadu 600096",,,11,1.7,Petrol Pump,
Nayara petrol bunk,"Q2F5+2PJ, Kattankolatur R.F., Maraimalai Nagar, Tamil Nadu 603204",,,3,4.7,Petrol Pump,
IndianOil,"No 1/260, Highway Road, Ramalinga Nagar, Perungudi, Kelambakkam, Chennai, Tamil Nadu 603103",locator.iocl.com,099400 37064,1672,3.5,Petrol Pump,
Indrani ESSAR Petrol Bunk,"Q2F5+8J5, Kattankolatur R.F., Tamil Nadu 603204",,,209,4.0,Petrol Pump,
PROPEL AUTO LPG STATION,"49/3 & 50, Grand Southern Trunk Rd, Potheri, Maraimalai Nagar, Kattankulathur, Tamil Nadu 603203",,,8,5.0,Petrol Pump, Closes 11pm
Jio-bp,"NH 45, 47 Th KM GST Road, Singaperumal Koil - Sriperumbudur Rd, Kanchipuram, Tamil Nadu 603204",mobilitystation.jiobp.com,099403 38888,2333,4.6,Petrol Pump,
IndianOil,"No 1103/121, Lk, 1/75, East Coast Rd, Venkateswara Nagar, New Colony, Kottivakkam, Chennai, Tamil Nadu 600041",locator.iocl.com,098844 66770,180,3.9,Petrol Pump, Closes 11pm
IndianOil,"No 1/186, Lk 1122/122, SH49, East Coast Rd, Sangam Colony, Kottivakkam, Chennai, Tamil Nadu 600041",locator.iocl.com,093821 54122,555,4.0,Petrol Pump, Closes 11:30pm
"Bharat Petroleum, Petrol Pump -Shakthi Agency","Singaperumal Koil - Sriperumbudur Rd, Thirukkachur, Kanchipuram, Tamil Nadu 603204",,,260,3.9,Petrol Pump, Closes 10:30pm
"Bharat Petroleum, Petrol Pump -Kris Enterprise","CLRI Nagar, Saraswathi Nagar, Neelankarai, Chennai, Tamil Nadu 600041",,,597,4.0,Petrol Pump, Closes 10:30pm
"Bharat Petroleum, Petrol Pump -Ekayars","27, Venkatanarayana Rd, T. Nagar, Chennai, Tamil Nadu 600017",,,1299,4.3,Petrol Pump, Closes 10:30pm
